"CPCv2.1","Code","ISSCAAP","ISSCFC_Parent","Identifier","Name_En","Name_Es","Name_Fr","Observations","SITCv4"
"493","292.9.1.73","92","292.9.1","999","Other red algae","Algas rojas, otras","Algues rouges, autres","true","292.97"
"493","292.9.1.78","94","292.9.1","1000","Seaweeds and other algae, fit for human consumption, nei","Algas marinas y otras algas, aptos para la alimentación humana, nep","Algues, propres à l'alimentation humaine, nca","true","292.97"
"493","292.9.1.79","94","292.9.1","1001","Seaweeds and other algae, unfit for human consumption, nei","Algas marinas y otras algas, no aptos para consumo humano, nep","Algues, impropres à la consommation humaine, nca","true","292.97"
"429","034.1.4.5.20","25","034.1.4.5","1002","Barramundi, fresh or chilled","Perca gigante, fresca o refrigerada","Perche barramundi, fraîche ou réfrigérée","true","034.18"
"421","034.1.3.9.50","13","034.1.3.9","1003","Nile perch, fresh or chilled","Perca del Nilo, fresca o refrigerada","Perche du Nile, fraîche ou réfrigérée","true","034.18"
"","291.9.6","","","1004","Fish waste","Desechos de pescado","Déchets de poisson","false",""
"423","034.1.5.1.25","31","034.1.5.1","1005","Bastard halibut, fresh or chilled","Falso halibut, fresco o refrigerado","Cardeau, frais ou réfrigéré","true","034.13"
"423","034.1.5.1.31","31","034.1.5.1","1006","European plaice (Pleuronectes platessa), fresh or chilled","Solla europea (Pleuronectes platessa), fresca o refrigerada","Plie d'Europe (Pleuronectes platessa), fraîche ou réfrigérée","true","034.13"
"423","034.1.5.1.32","31","034.1.5.1","1007","Alaska plaice, fresh or chilled","Solla de Alaska, fresca o refrigerada","Plie d'Alaska, fraîche ou réfrigérée","true","034.13"
"423","034.1.5.1.33","31","034.1.5.1","1008","American plaice, fresh or chilled","Platija Americana, fresca o refrigerada","Plie canadienne, fraîche ou réfrigérée","true","034.13"
"423","034.1.5.1.41","31","034.1.5.1","1009","Yellowfin sole, fresh or chilled","Limanda Japonica, fresca o refrigerada","Limande du Japon, fraîche ou réfrigérée","true","034.13"
"423","034.1.5.1.42","31","034.1.5.1","1010","Yellowtail flounder, fresh or chilled","Limanda, fresca o refrigerada","Limande a queu jaune, fraîche ou réfrigérée","true","034.13"
"423","034.1.5.1.43","31","034.1.5.1","1011","Common dab, fresh or chilled","Lenguadina, fresca o refrigerada","Limande, fraîche ou réfrigérée","true","034.13"
"423","034.1.5.1.44","31","034.1.5.1","1012","Lemon sole, fresh or chilled","Mendo limón, fresco o refrigerado","Limande sole, fraîche ou réfrigérée","true","034.13"
"423","034.1.5.1.45","31","034.1.5.1","1013","Common sole (Solea solea), fresh or chilled","Lenguado común, fresco o refrigerado","Sole commune, fraîche ou réfrigérée","true","034.13"
"423","034.1.5.1.60","31","034.1.5.1","1014","Megrim, fresh or chilled","Gallo, fresco o refrigerado","Cardine, frais ou réfrigéré","true","034.13"
"423","034.1.5.1.70","31","034.1.5.1","1015","Turbot, fresh or chilled","Rodaballo, fresco o refrigerado","Turbot, frais ou réfrigéré","true","034.13"
"424","034.1.5.2.51","32","034.1.5.2","1016","Blue whiting (Micromesistius poutassou), fresh or chilled","Bacaladilla (Micromesistius poutassou), fresca o refrigerada","Merlan bleu (Micromesistius poutassou), frais ou réfrigéré","true","034.18"
"424","034.1.5.2.52","32","034.1.5.2","1017","Southern blue whiting (Micromesistius australis), fresh or chilled","Polaca Austral (Micromesistius australis), fresca o refrigerada","Merlan bleu Austral (Micromesistius australis), frais ou réfrigéré","true","034.18"
"424","034.1.5.2.61","32","034.1.5.2","1018","European hake, fresh or chilled","Merluza europea, fresca o refrigerada","Merlu européen, frais ou réfrigéré","true","034.18"
"424","034.1.5.2.62","32","034.1.5.2","1019","Chilean hake, fresh or chilled","Merluza chilena, fresca o refrigerada","Merlu du Chili, frais ou réfrigéré","true","034.18"
"424","034.1.5.2.63","32","034.1.5.2","1020","Argentine hake, fresh or chilled","Merluza argentina, fresca o refrigerada","Merlu d'Argentine, fraîche ou réfrigérée","true","034.18"
"424","034.1.5.2.64","32","034.1.5.2","1021","North Pacific hake, fresh or chilled","Marluza del Pacífico Norte, fresca o refrigerada","Merlu du Pacific Nord, frais ou réfrigéré","true","034.18"
"424","034.1.5.2.65","32","034.1.5.2","1022","Cape hake, fresh or chilled","Merluza del Cabo, fresca o refrigerada","Merlu du Cap, frais ou réfrigéré","true","034.18"
"424","034.1.5.2.69","32","034.1.5.2","1023","Hake nei, fresh or chilled","Merluza nep, fresca o refrigerada","Merlu nca, frais ou réfrigéré","true","034.18"
"424","034.1.5.2.85","32","034.1.5.2","1024","Grenadiers, fresh or chilled","Merluza de cola, fresca o refrigerada","Grenadiers, frais ou réfrigéré","true","034.18"
"429","034.1.5.3.02","33","034.1.5.3","1025","Sea catfish, fresh or chilled","Bagre marino, fresco o refrigerado","Machoiron, frais ou réfrigéré","true","034.18"
"429","034.1.5.3.04","33","034.1.5.3","1026","Lizardfish, fresh or chilled","Lagarto, fresco o refrigerado","Anoli de mer, frais ou réfrigéré","true","034.18"
"429","034.1.5.4.01","34","034.1.5.4","1027","Pike-conger, fresh or chilled","Murenocio, fresco o refrigerado","Murénésoce du Japon, frais ou réfrigéré","true","034.18"
"429","034.1.5.4.02","34","034.1.5.4","1028","Conger, fresh or chilled","Congrio, fresco o refrigerado","Congre, frais ou réfrigéré","true","034.18"
"429","034.1.5.4.03","34","034.1.5.4","1029","Snipefish, fresh or chilled","Trompetero, fresco o refrigerado","Bécasse de mer, fraîche ou réfrigérée","true","034.18"
"429","034.1.5.4.05","34","034.1.5.4","1030","Orange roughy, fresh or chilled","Reloj anarandjado, fresco o refrigerado","Moplostète orange, frais ou réfrigéré","true","034.18"
"429","034.1.5.4.06","34","034.1.5.4","1031","John dory, fresh or chilled","Pez de San Pedro, fresco o refrigerado","Saint Pierre, frais ou réfrigéré","true","034.18"
"429","034.1.5.4.07","34","034.1.5.4","1032","Oreo dories, fresh or chilled","Oreós, frescos o refrigerados","Oréos, frais ou réfrigérés","true","034.18"
"429","034.1.5.3.18","33","034.1.5.3","1033","Snook, fresh or chilled","Róbalo, fresco o refrigerado","Crossie, frais ou réfrigéré","true","034.18"
"429","034.1.5.3.20","33","034.1.5.3","1034","Grouper, fresh or chilled","Mero, fresco o refrigerado","Mérou, frais ou réfrigéré","true","034.18"
"429","034.1.5.3.22","33","034.1.5.3","1035","Seabass, fresh or chilled","Lubina, fresca o refrigerada","Bar, frais ou réfrigéré","true","034.18"
"429","034.1.5.3.24","33","034.1.5.3","1036","Snapper, fresh or chilled","Pargo, fresco o refrigerado","Vivaneau, frais ou réfrigéré","true","034.18"
"429","034.1.5.3.26","33","034.1.5.3","1037","Fusiliers, fresh or chilled","Fusiliers, frescos o refrigerados","Fusiliers, frais ou réfrigérés","true","034.18"
"429","034.1.5.3.28","33","034.1.5.3","1038","Pony fishes, fresh or chilled","Mojarras, fresca o refrigerada","Blanches, fraîche ou réfrigérée","true","034.18"
"429","034.1.5.3.30","33","034.1.5.3","1039","Grunt, fresh or chilled","Burro, fresco o refrigerado","Grondeur, frais ou réfrigéré","true","034.18"
"429","034.1.5.3.32","33","034.1.5.3","1040","Drum, fresh or chilled","Corvina, fresca o refrigerada","Courbine, fraîche ou réfrigérée","true","034.18"
"429","034.1.5.3.34","33","034.1.5.3","1041","Weakfish, fresh or chilled","Corvinata, fresca o refrigerada","Acoupa, fraîche ou réfrigérée","true","034.18"
"429","034.1.5.3.38","33","034.1.5.3","1042","Corb, fresh or chilled","Verrugato, fresco o refrigerado","Ombrine, fraîche ou réfrigérée","true","034.18"
"429","034.1.5.3.42","33","034.1.5.3","1043","Pandora, fresh or chilled","Breca, fresca o refrigerada","Pageot, frais ou réfrigéré","true","034.18"
"429","034.1.5.3.44","33","034.1.5.3","1044","Dentex, fresh or chilled","Denton, fresco o refrigerado","Dente, frais ou réfrigéré","true","034.18"
"429","034.1.5.3.48","33","034.1.5.3","1045","Red mullet, fresh or chilled","Salmonete, fresco o refrigerado","Rouget, frais ou réfrigéré","true","034.18"
"429","034.1.5.4.08","34","034.1.5.4","1046","Icefish, fresh or chilled","Draco, fresco o refrigerado","Poisson des glaces, frais ou réfrigéré","true","034.18"
"429","034.1.5.4.09","34","034.1.5.4","1047","Wolffish (=catfish), fresh or chilled","Perro, fresco o refrigerado","Loup, frais ou réfrigéré","true","034.18"
"429","034.1.5.4.11","34","034.1.5.4","1048","Cusk-eel (=kingklip), fresh or chilled","Rosadas, frescas o refrigeradas","Abadèches, frais ou réfrigérés","true","034.18"
"429","034.1.5.3.58","33","034.1.5.3","1049","Sandlance, fresh or chilled","Lanzón, fresco o refrigerado","Lançon, frais ou réfrigéré","true","034.18"
"429","034.1.5.3.60","33","034.1.5.3","1050","Spinefeet (=rabbitfish), fresh or chilled","Sigano, fresco o refrigerado","Sigan, frais ou réfrigéré","true","034.18"
"429","034.1.5.4.49","34","034.1.5.4","1051","Redfishes, fresh or chilled, nei","Gallinetas, frescas o refrigeradas, nep","Sébastes, frais ou réfrigérés, nca","true","034.18"
"429","034.1.5.4.42","34","034.1.5.4","1052","Pacific redfishes (=ocean perch), fresh or chilled","Gallinetas del Pacífico, frescas o refrigeradas","Sébastes du Pacifique, frais ou réfrigérés","true","034.18"
"429","034.1.5.4.14","34","034.1.5.4","1053","Gurnard, fresh or chilled","Rubio, fresco o refrigerado","Grondin, frais ou réfrigéré","true","034.18"
"429","034.1.5.3.66","33","034.1.5.3","1054","Atka mackerel, fresh or chilled","Lorcha de atka, fresca o refrigerada","Maquereau de atka, frais ou réfrigéré","true","034.18"
"429","034.1.5.4.15","34","034.1.5.4","1055","Sablefish, fresh or chilled","Bacalao negro, fresco o refrigerado","Morue charbonnière, fraîche ou réfrigérée","true","034.18"
"429","034.1.5.3.72","33","034.1.5.3","1056","Trigger fish, fresh or chilled","Pez balestra, fresco o refrigerado","Baliste, frais ou réfrigéré","true","034.18"
"429","034.1.5.3.74","33","034.1.5.3","1057","Puffer, fresh or chilled","Tamboril, fresco o refrigerado","Compère, frais ou réfrigéré","true","034.18"
"429","034.1.5.4.16","34","034.1.5.4","1058","Angler (=monk), fresh or chilled","Rape, fresco o refrigerado","Baudroie, fraîche ou réfrigérée","true","034.18"
"","034.2.4.5","","034.2.4","1059","Miscellaneous diadromous fish, frozen","Peces diádromos diversos, congelados","Poissons diadromes divers, congelés","false",""
"21219","034.2.4.5.10","25","034.2.4.5","1060","Milkfish, frozen","Chanos, congelado","Chanos, congelé","true","034.28"
"21219","034.2.4.5.20","25","034.2.4.5","1061","Barramundi, frozen","Perca gigante, congelada","Perche barramundi, congelée","true","034.28"
"21211","034.2.3.9.50","13","034.2.3.9","1062","Nile perch, frozen","Perca del Nilo, congelada","Perche du Nile, congelée","true","034.28"
"21213","034.2.5.1.31","31","034.2.5.1","1063","European plaice, frozen","Solla europea, congelada","Plie d'Europe, congelée","true","034.22"
"21213","034.2.5.1.32","31","034.2.5.1","1064","Alaska plaice, frozen","Solla de Alaska, congelada","Plie d'Alaska, congelée","true","034.22"
"21213","034.2.5.1.33","31","034.2.5.1","1065","American plaice, frozen","Platija Americana, congelada","Plie canadienne, congelée","true","034.22"
"21213","034.2.5.1.41","31","034.2.5.1","1066","Yellowfin sole, frozen","Limanda japonesa, congelada","Limande du Japon, congelée","true","034.22"
"21213","034.2.5.1.42","31","034.2.5.1","1067","Yellowtail flounder, frozen","Limanda, congelada","Limande a queu jaune, congelée","true","034.22"
"21213","034.2.5.1.43","31","034.2.5.1","1068","Common dab, frozen","Lenguadina, congelada","Limande, congelée","true","034.22"
"21213","034.2.5.1.44","31","034.2.5.1","1069","Lemon sole, frozen","Mendo limón, congelado","Limande sole, congelée","true","034.22"
"21213","034.2.5.1.45","31","034.2.5.1","1070","Common sole (Solea Solea), frozen","Lenguado común, congelado","Sole commune, congelée","true","034.22"
"21213","034.2.5.1.60","31","034.2.5.1","1071","Megrim, frozen","Gallo, congelado","Cardine, congelé","true","034.22"
"21213","034.2.5.1.70","31","034.2.5.1","1072","Turbots, frozen","Rodaballo, congelado","Turbot, congelé","true","034.22"
"21214","034.2.5.2.51","32","034.2.5.2","1073","Blue whiting (Micromesistius poutassou), frozen","Bacaladilla (Micromesistius poutassou), congelada","Merlan bleu (Micromesistius poutassou), congelé","true","034.28"
"21214","034.2.5.2.52","32","034.2.5.2","1074","Southern blue whiting (Micromesistius australis), frozen","Polaca Austral (Micromesistius australis), congelada","Merlan bleu Austral (Micromesistius australis), congelé","true","034.28"
"21214","034.2.5.2.62","32","034.2.5.2","1075","South Pacific hake, frozen","Merluza comun, congelada","Merlu du Pacifique Sud, congelé","true","034.27"
"21214","034.2.5.2.63","32","034.2.5.2","1076","Argentinian hake, frozen","Merluza d'Argentina, congelada","Merlu d'Argentine, congelé","true","034.27"
"21214","034.2.5.2.64","32","034.2.5.2","1077","North Pacific hake, frozen","Merluza del Pacífico Norte, congelada","Merlu du Pacifique Nord, congelé","true","034.27"
"21214","034.2.5.2.65","32","034.2.5.2","1078","Cape hake, frozen","Merluza del Cabo, congelada","Merlu du Cap, congelé","true","034.27"
"21214","034.2.5.2.69","32","034.2.5.2","1079","Hakes nei, frozen","Merluzas nep, congeladas","Merlus nca, congelés","true","034.27"
"21214","034.2.5.2.85","32","034.2.5.2","1080","Grenadiers, frozen","Merluzas de cola, congeladas","Grenadiers, congelés","true","034.28"
"21219","034.2.5.3.02","33","034.2.5.3","1081","Sea catfish, frozen","Bagre marino, congelado","Machoiron, congelé","true","034.28"
"21219","034.2.5.3.04","33","034.2.5.3","1082","Lizardfish, frozen","Lagarto, congelado","Anoli de mer, congelé","true","034.28"
"21219","034.2.5.4.01","34","034.2.5.4","1083","Pike-conger, frozen","Murenocio, congelado","Murénésoce du Japon, congelé","true","034.28"
"21219","034.2.5.4.02","34","034.2.5.4","1084","Conger, frozen","Congrio, congelado","Congre, congelé","true","034.28"
"21219","034.2.5.4.03","34","034.2.5.4","1085","Snipefish, frozen","Trompetero, congelado","Bécasse de mer, congelée","true","034.28"
"21219","034.2.5.4.05","34","034.2.5.4","1086","Orange roughy, frozen","Orange roughy, congelado","Orange roughy, congelé","true","034.28"
"21219","034.2.5.4.06","34","034.2.5.4","1087","John dory, frozen","Pez de San Pedro, congelado","Saint Pierre, congelé","true","034.28"
"21219","034.2.5.4.07","34","034.2.5.4","1088","Oreo dories, frozen","Oreós, congelados","Oréos, congelés","true","034.28"
"21219","034.2.5.3.18","33","034.2.5.3","1089","Snook, frozen","Róbalo, congelado","Crossie, congelée","true","034.28"
"21219","034.2.5.3.26","33","034.2.5.3","1090","Fusiliers, frozen","Fusiliers, congelados","Fusiliers, congelés","true","034.28"
"21219","034.2.5.3.28","33","034.2.5.3","1091","Pony fishes, frozen","Mojarras, congeladas","Blanches, congelées","true","034.28"
"21219","034.2.5.3.32","33","034.2.5.3","1092","Drum, frozen","Corvina, congelada","Courbine, congelée","true","034.28"
"21219","034.2.5.3.34","33","034.2.5.3","1093","Weakfish, frozen","Corvinata, congelada","Acoupa, congelée","true","034.28"
"21219","034.2.5.3.38","33","034.2.5.3","1094","Corb, frozen","Verrugato, congelado","Ombrine, congelée","true","034.28"
"21219","034.2.5.3.42","33","034.2.5.3","1095","Pandora, frozen","Breca, congelada","Pageot, congelé","true","034.28"
"21219","034.2.5.3.44","33","034.2.5.3","1096","Dentex, frozen","Denton, congelado","Dente, congelé","true","034.28"
"21219","034.2.5.3.48","33","034.2.5.3","1097","Red mullet, frozen","Salmonete, congelado","Rouget, congelé","true","034.28"
"21219","034.2.5.4.08","34","034.2.5.4","1098","Icefish, frozen","Draco, congelado","Poisson des glaces, congelé","true","034.28"
"21219","034.2.5.3.58","33","034.2.5.3","1099","Sandlance, frozen","Lanzón, congelado","Lançon, congelé","true","034.28"
"21219","034.2.5.4.49","34","034.2.5.4","1100","Redfish, frozen, nei","Gallineta, congelada, nep","Sébaste, congelé, nca","true","034.28"
"21219","034.2.5.4.42","34","034.2.5.4","1101","Pacific redfishes (=ocean perch), frozen","Gallineta del Pacífico, congelada","Sébaste du Pacifique, congelé","true","034.28"
"21219","034.2.5.4.14","34","034.2.5.4","1102","Gurnard, frozen","Rubio, congelado","Grondin, congelé","true","034.28"
"21219","034.2.5.3.66","33","034.2.5.3","1103","Atka mackerel, frozen","Lorcha de Atca, congelado","Maquereau de Atca, congelé","true","034.28"
"21219","034.2.5.4.15","34","034.2.5.4","1104","Sablefish, frozen","Bacalao negro, congelado","Morue charbonnière, congelée","true","034.28"
"21219","034.2.5.3.72","33","034.2.5.3","1105","Trigger fish, frozen","Pez balestra, congelado","Baliste, congelé","true","034.28"
"21219","034.2.5.4.16","34","034.2.5.4","1107","Angler (=monk), frozen","Rape, congelado","Baudroie, congelée","true","034.28"
"21221","034.3.1.4.5.90","25","034.3.1.4.5","1108","Diadromous fish fillets, fresh or chilled, nei","Peces diádromos en filetes, frescos o refrigerados, nep","Filets de poissons diadromes, frais ou réfrigérés, nca","true","034.51"
"21221","034.3.1.3.9.50","13","034.3.1.3.9","1109","Nile perch fillets, fresh or chilled","Perca del Nilo en filetes, fresca o refrigerada","Filets de perche du Nile, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.1.25","31","034.3.1.5.1","1110","Bastard halibut fillets, fresh or chilled","Falso halibut en filetes, fresco o refrigerado","Filets de cardeau hirame, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.1.32","31","034.3.1.5.1","1111","Alaska plaice fillets, fresh or chilled","Solla de Alaska en filetes, fresca o refrigerada","Filets de plie d'Alaska, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.1.33","31","034.3.1.5.1","1112","American plaice fillets, fresh or chilled","Platija Americana en filetes, fresca o refrigerada","Filets de plie canadienne, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.1.41","31","034.3.1.5.1","1113","Yellowfin sole fillets, fresh or chilled","Limanda Japonesa en filetes, fresca o refrigerada","Filets de limande du Japon, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.1.42","31","034.3.1.5.1","1114","Yellowtail flounder fillets, fresh or chilled","Limanda en filetes, fresca o refrigerada","Filets de limande a queu jaune, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.1.43","31","034.3.1.5.1","1115","Common dab fillets, fresh or chilled","Lenguadina en filetes, fresca o refrigerada","Filets de limande, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.1.44","31","034.3.1.5.1","1116","Lemon sole fillets, fresh or chilled","Mendo limón en filetes, fresco o refrigerado","Filets de limande sole, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.1.60","31","034.3.1.5.1","1117","Megrim fillets, fresh or chilled","Gallo en filetes, fresco o refrigerado","Filets de cardine, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.1.70","31","034.3.1.5.1","1118","Turbot fillets, fresh or chilled","Rodoballo en filetes, fresco o refrigerado","Filets de turbot, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.51","32","034.3.1.5.2","1119","Blue whiting fillets, fresh or chilled","Bacaladilla en filetes, fresca o refrigerada","Filets de merlan bleu, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.52","32","034.3.1.5.2","1120","Southern blue whiting fillets, fresh or chilled","Bacaladilla polaca en filetes, fresca o refrigerada","Filets de merlan bleu Austral, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.61","32","034.3.1.5.2","1121","European hake fillets, fresh or chilled","Merluza europea en filetes, fresca o refrigerada","Filets de merlu Européen, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.62","32","034.3.1.5.2","1122","Chilean hake fillets, fresh or chilled","Merluza chilena en filetes, fresca o refrigerada","Filets de merlu du Chili, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.63","32","034.3.1.5.2","1123","Argentinian hake fillets, fresh or chilled","Merluza d'Argentina en filetes, fresca o refrigerada","Filets de merlu d'Argentine, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.64","32","034.3.1.5.2","1124","North Pacific hake fillets, fresh or chilled","Merluza del Pacífico Norte en filetes, fresca o refrigerada","Filets de merlu du Pacific Nord, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.65","32","034.3.1.5.2","1125","Cape hake fillets, fresh or chilled","Merluza del Cabo en filetes, fresca o refrigerada","Filets de merlu du Cap, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.69","32","034.3.1.5.2","1126","Hake nei fillets, fresh or chilled","Merluza en filetes, fresca o refrigerada","Filets de merlu, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.85","32","034.3.1.5.2","1127","Grenadiers fillets, fresh or chilled","Merluza de cola en filetes, fresca o refrigerada","Filets de grenadiers, frais ou réfrigérés","true","034.51"
"","034.4.1.4.5","","034.4.1.4","1128","Miscellaneous diadromous fish fillets, frozen","Peces diádromos diversos en filetes, congelados","Filets de poissons diadromes divers, congelés","false",""
"21222","034.4.1.3.9.50","13","034.4.1.3.9","1129","Nile perch fillets, frozen","Perca del Nilo en filetes, congelada","Filets de perche du Nile, congelés","true","034.4"
"21222","034.4.1.5.1.25","31","034.4.1.5.1","1130","Bastard halibut fillets, frozen","Falso halibut en filetes, congelado","Filets de cardeau, congelés","true","034.4"
"21222","034.4.1.5.1.32","31","034.4.1.5.1","1131","Alaska plaice fillets, frozen","Solla de Alaska en filetes, congelada","Filets de plie d'Alaska, congelés","true","034.4"
"21222","034.4.1.5.1.33","31","034.4.1.5.1","1132","American plaice fillets, frozen","Platija Americana en filetes, congelada","Filets de plie canadienne, congelés","true","034.4"
"21222","034.4.1.5.1.41","31","034.4.1.5.1","1133","Yellowfin sole fillets, frozen","Limanda Japonesa en filetes, congelada","Filets de limande du Japon, congelés","true","034.4"
"21222","034.4.1.5.1.42","31","034.4.1.5.1","1134","Yellowtail flounder fillets, frozen","Limanda en filetes, congelada","Filets de limande a queu jaune, congelés","true","034.4"
"21222","034.4.1.5.1.43","31","034.4.1.5.1","1135","Common dab fillets, frozen","Lenguadina en filetes, congelada","Filets de limande, congelés","true","034.4"
"21222","034.4.1.5.1.44","31","034.4.1.5.1","1136","Lemon sole fillets, frozen","Mendo limón en filetes, congelado","Filets de limande sole, congelés","true","034.4"
"21222","034.4.1.5.1.60","31","034.4.1.5.1","1137","Megrim fillets, frozen","Gallo en filetes, congelado","Filets de cardine, congelés","true","034.4"
"21222","034.4.1.5.2.51","32","034.4.1.5.2","1138","Blue whiting fillets, frozen","Bacaladilla en filetes, congelada","Filets de merlan bleu, congelés","true","034.4"
"21222","034.4.1.5.2.52","32","034.4.1.5.2","1139","Southern blue whiting fillets, frozen","Bacaladilla polaca en filetes, congelada","Filets de merlan bleu Austral, congelés","true","034.4"
"21222","034.4.1.5.2.61","32","034.4.1.5.2","1140","European hake fillets, frozen","Merluza europea en filetes, congelada","Filets de merlu Européen, congelés","true","034.4"
"21222","034.4.1.5.2.62","32","034.4.1.5.2","1141","South Pacific hake fillets, frozen","Merluza comun en filetes, congelada","Filets de merlu du Pacifique Sud, congelés","true","034.4"
"21222","034.4.1.5.2.63","32","034.4.1.5.2","1142","Argentinian hake fillets, frozen","Merluza d'Argentina en filetes, congelada","Filets de merlu d'Argentine, congelés","true","034.4"
"21222","034.4.1.5.2.64","32","034.4.1.5.2","1143","North Pacific hake fillets, frozen","Merluza del Pacífico Norte en filetes, congelada","Filets de merlu du Pacific Nord, congelés","true","034.4"
"21222","034.4.1.5.2.65","32","034.4.1.5.2","1144","Cape hake fillets, frozen","Merluza del Cabo en filetes, congelada","Filets de merlu du Cap, congelés","true","034.4"
"21222","034.4.1.5.2.69","32","034.4.1.5.2","1145","Hake nei fillets, frozen","Merluza en filetes, congelada","Filets de merlu, congelés","true","034.4"
"21222","034.4.1.5.2.85","32","034.4.1.5.2","1146","Grenadiers fillets, frozen","Merluza de cola en filetes, congelada","Filets de grenadiers, congelés","true","034.4"
"21214","034.2.5.2.61","32","034.2.5.2","1147","European hake, frozen","Merluza europea, congelada","Merlu Européen, congelé","true","034.27"
"","034.1.4.5","","034.1.4","1148","Miscellaneous diadromous fish, fresh or chilled","Peces diádromos diversos, frescos o refrigerados","Poissons diadromes divers, frais ou réfrigérés","false",""
"429","034.1.5.3.40","33","034.1.5.3","1149","Emperors, fresh or chilled","Lethrinides, frescos o refrigerados","Lethrinides, frais ou réfrigérés","true","034.18"
"429","034.1.5.3.50","33","034.1.5.3","1150","Rockcod, fresh or chilled","Trama, fresca o refrigerada","Bocasse, frais ou réfrigéré","true","034.18"
"429","034.1.5.3.70","33","034.1.5.3","1151","Filefish, fresh or chilled","Cachúas, frescas o refrigeradas","Bourses, frais ou réfrigérés","true","034.18"
"21213","034.2.5.1.25","31","034.2.5.1","1152","Bastard halibut, frozen","Falso halibut, congelado","Cardeau, congelé","true","034.22"
"21219","034.2.5.3.20","33","034.2.5.3","1153","Grouper, frozen","Mero, congelado","Mérou, congelé","true","034.28"
"21219","034.2.5.3.30","33","034.2.5.3","1154","Grunt, frozen","Burro, congelado","Grondeur, congelé","true","034.28"
"21219","034.2.5.3.40","33","034.2.5.3","1155","Emperors, frozen","Lethrinides, congelados","Lethrinides, congelés","true","034.28"
"21219","034.2.5.3.50","33","034.2.5.3","1156","Rockcod, frozen","Trama, congelada","Bocasse, congelé","true","034.28"
"21219","034.2.5.3.60","33","034.2.5.3","1157","Spinefeet(=rabbitfish), frozen","Sigano, congelado","Sigan, congelé","true","034.28"
"21219","034.2.5.3.70","33","034.2.5.3","1158","Filefish, frozen","Filefish, congelado","Filefish, congelé","true","034.28"
"421","034.1.3.9.20","13","034.1.3.9","1159","Pike, fresh or chilled","Lucio, fresco o refrigerado","Brochet, frais ou réfrigéré","true","034.18"
"421","034.1.3.9.40","13","034.1.3.9","1160","Perch, fresh or chilled","Perca, fresca o refrigerada","Perche, fraîche ou réfrigérée","true","034.18"
"422","034.1.4.3.60","23","034.1.4.3","1161","Smelt, fresh or chilled","Eperlano, fresco o refrigerado","Éperlan, frais ou réfrigéré","true","034.18"
"424","034.1.5.2.66","32","034.1.5.2","1162","Silver hake, fresh or chilled","Merluza de Boston, fresca o refrigerada","Merlu argenté, frais ou réfrigéré","true","034.18"
"426","034.1.5.7.01","37","034.1.5.7","1163","Capelin, fresh or chilled","Capelàn, fresco o refrigerado","Capelan, frais ou réfrigéré","true","034.18"
"429","034.1.5.8.80","38","034.1.5.8","1164","Rays and skates (Rajidae), fresh or chilled","Rayas, frescas o refrigeradas","Raies, fraîches ou réfrigérées","true","034.18"
"21214","034.2.5.2.66","32","034.2.5.2","1165","Silver hake, frozen","Merluza de Boston, congelada","Merlu argenté, congelé","true","034.27"
"","036.0.1.4.4","","036.0.1.4","1166","Squat-lobsters, frozen","Galateas, congeladas","Galatées, congelées","false",""
"439","036.0.1.3.4.10","44","036.0.1.3.4","1167","Squat-lobsters, fresh or chilled","Galateas, frescas o refrigeradas","Galatées, fraîches ou réfrigérées","true","036.2"
"21259","036.0.1.4.4.10","44","036.0.1.4.4","1168","Squat-lobsters nei, frozen","Galateas nep, congeladas","Galatées nca, congelées","true","036.19"
"21221","034.3.1.5.6.80","36","034.3.1.5.6","1169","Swordfish fillets, fresh or chilled","Pez espada en filetes, fresco o refrigerado","Filets d'espadon, frais ou réfrigérés","true","034.51"
"432","036.0.1.3.3.19","43","036.0.1.3.3","1170","Spiny lobsters (Panulirus spp.), nei, fresh or chilled","Langostas (Panulirus spp.), nep, frescas o refrigeradas","Langoustes (Panulirus spp.), nca, fraîches ou réfrigérées","true","036.2"
"21222","034.4.1.5.6.80","36","034.4.1.5.6","1171","Swordfish fillets, frozen","Pez espada en filetes, congelado","Filets d'espadon, congelés","true","034.4"
