ALPHA3CODE,FULL_NAME_E,FULL_NAME_F,FULL_NAME_S,SCIENTIFIC_NAME,AUTHOR
NDH,Hawaiian flying squid,Encornet bouquet,Pota hawaiana,Nototodarus hawaiiensis,(Berry 1912)
OFE,Orangeback flying squid,Encornet dos orange,Pota naranja,Ommastrephes pteropus,Steenstrup 1855
OKA,Atlantic bird squid,Encornet oiseau,Pota pajara,Ornithoteuthis antillarum,Adam 1957
OKL,Shiny bird squid,Encornet planeur,Pota planeadora,Ornithoteuthis volatilis,Sasaki 1915
IXO,Sharptail shortfin squid,Encornet rouge à pointe,Pota puntiaguda,Illex oxygonius,"Roper, Lu & Mangold 1969"
CYP,Longnose velvet dogfish,Pailona à long nez,Sapata negra,Centroscymnus crepidater,(Bocage & Capello 1864)
IOS,Indian oil sardine,Sardinelle indienne,Sardinela aceitera,Sardinella longiceps,Valenciennes 1847
FRS,Fringescale sardinella,Tunsoy,Tunsoy,Sardinella fimbriata,(Valenciennes 1847)
GTI,Boreoatlantic gonate squid,Encornet atlantoboréal,Gonalura atlantoboreal,Gonatus fabricii,(Lichtenstein 1818)
YRM,Jewel enope squid,Encornet-bijoutier,Enoploluria joyera,Pyroteuthis margaritifera,(Rüppell 1848)
YTH,Smallfin gonate squid,Encornet ailes courtes,Gonalura alicorta,Berryteuthis anonychus,(Pearcey & Voss 1963)
GTE,Boreopacific gonate squid,Encornet boréopacifique,Gonalura pacificoboreal,Gonatopsis borealis,Sasaki 1923
BSR,Brazilian sardinella,Sardinelle de Brésil,Sardinela del Brasil,Sardinella brasiliensis,(Steindachner 1879)
CHP,South American pilchard,Pilchard sudaméricain,Sardina sudamericana,Sardinops sagax,de Buen 1958
TIL,Great Northern tilefish,Tile chameau,Blanquillo camello,Lopholatilus chamaeleonticeps,Goode & Bean 1879
APO,"Cardinalfishes, etc. nei",Apogonidés nca,"Peces cardenal, etc. nep",Apogonidae,
ACR,"Glow-bellies, splitfins nei","Macondes, etc. nca",Farolitos nep,Acropomatidae,
FPE,European perch,Perche européenne,Perca,Perca fluviatilis,Linnaeus 1758
STP,Walleyes nei,Sandres nca,Luciopercas nep,Sander spp,
PFI,Finless porpoise,Marsouin aptère,Marsopa lisa o sin aleta,Neophocaena phocaenoides,(Cuvier 1829)
SRS,Ross seal,Phoque de Ross,Foca de Ross,Ommatophoca rossii,(Gray 1844)
MEW,Melon-headed whale,Péponocéphale,Calderón pequeño,Peponocephala electra,(Gray 1846)
VAQ,Vaquita,Marsouin du golfe de Californi,Vaquita,Phocoena sinus,Norris & McFarland 1958
DIW,Gibson's albatross,Albatros de Gibson,Albatros de Gibson,Diomedea gibsoni,Robertson & Warham 1992
BRP,Burmeister's porpoise,Marsouin de Burmeister,Marsopa espinosa,Phocoena spinipinnis,Burmeister 1865
JSX,Rock lobsters nei,Langoustes Jasus nca,Langostas Jasus nep,Jasus spp,
PVS,Shoulderblade coral,Corail scapulaire,Coral escapular,Pavona clavus,(Dana 1846)
PVN,Pillar coral,Corail pilier,Coral pilar,Pavona gigantea,Verrill 1869
PVW,Fungus coral,Corail champignon,Coral callampa,Pavona varians,Verrill 1864
QGN,Shiny sponge,Éponge mammelonnée,Esponja mamelonada,Spongia nitens,(Schmidt 1862)
QGZ,Leather sponge,Chimousse,Esponja zimoca,Spongia zimocca,Schmidt 1862
MHF,Wello fire coral,,,Millepora platyphylla,Hemprich & Ehrenberg 1834
RQS,,,,Rhopilema asamushi,Uchida 1927
MHX,,,,Stomolophus nomurai,
MFX,Cannonball jellyfish,Méduse tête-de-choux,Medusa bala de cañon,Stomolophus meleagris,Agassiz 1860
RQI,,,,Rhopilema hispidum,(Vanhoeffen 1888)
OIM,Cauliflower coral,Corail choufleur,Coral coliflor,Pocillopora damicornis,(Linnaeus 1758)
GQP,Ice-cube tray coral,Corail glacier,Coral hielero,Gardinoseris planulata,Dana 1846
CRX,Croakers nei,Tambours nca,Corvinones nep,Micropogonias spp,
CKM,Whitemouth croaker,Tambour rayé,Corvinón rayado,Micropogonias furnieri,(Desmarest 1823)
AGR,Freshwater drum,Malachigan,Roncador de agua dulce,Aplodinotus grunniens,Rafinesque 1819
WEM,Totoaba,Acoupa totoaba,Corvinata totoaba,Totoaba macdonaldi,(Gilbert 1890)
SWF,Spotted weakfish,Acoupa pintade,Corvinata pintada,Cynoscion nebulosus,(Cuvier 1830)
STG,Squeteague(=Gray weakfish),Acoupa royal,Corvinata real,Cynoscion regalis,(Bloch & Schneider 1801)
WKB,Smalltooth weakfish,Acoupa tident,Corvinata pescada,Cynoscion steindachneri,(Jordan 1889)
WKS,Striped weakfish,Acoupa rayé,Corvinata pescadilla,Cynoscion striatus,(Cuvier 1829)
KQY,Brush coral,,,Acropora hyacinthus,(Dana 1846)
DSS,Distorted mushroom coral,Corail champignon distordu,Coral callampa retorcido,Diaseris distorta,(Michelin 1843)
OIY,Elkhorn cora,Corne d'elan,Cuerno de anta,Pocillopora eydouxi,Edwards & Haine 1860
OIX,Rasp coral,Corail lime,Coral raspa,Pocillopora verrucosa,(Ellis & Solander 1786)
GIS,Jumbo flying squid,Encornet géant,Jibia gigante,Dosidicus gigas,(d’Orbigny 1835)
KCS,King crabs,Crabes royaux,Cangrejos rusos,Paralithodes spp,
KCM,Subantarctic stone crab,Crabe royal subantarctique,Centolla subantártica,Lithodes murrayi,Henderson 1888
KCA,King crab,Crabe royal,Centolla,Lithodes ferox,Filhol 1885
KCF,Globose king crab,Crabe royal sphérique,Centolla redonda,Paralomis formosa,Henderson 1888
CRQ,Queen crab,Crabe des neiges,Cangrejo de las nieves,Chionoecetes opilio,(Fabricius 1788)
NES,Indian Ocean lobsterette,Langoustine indienne,Cigala del Océano índico,Nephropsis stewarti,Wood-Mason 1872
NEA,Andaman lobster,Langoustine andamane,Cigala de Andamán,Metanephrops andamanicus,(Wood-Mason 1891)
NEP,Norway lobster,Langoustine,Cigala,Nephrops norvegicus,(Linnaeus 1758)
SEZ,Hooded seal,Phoque à crete,Foca capuchina,Cystophora cristata,(Erxleben 1777)
WST,Whip stingray,Pastenague du Pacifique,Raya látigo del Pacífico,Dasyatis akajei,(Müller & Henle 1841)
EAG,Eagle rays nei,Aigles de mer nca,Aguilas de mar nep,Myliobatidae,
RBY,Butterfly rays nei,Raies-papillon nca,Rayas mariposa nep,Gymnura spp,
TOD,Electric rays nei,"Torpilles, raies électriq. nca","Tremielgas, torpedos nep",Torpedinidae,
CMO,Rabbit fish,Chimère commune,Quimera,Chimaera monstrosa,Linnaeus 1758
ICJ,Carpathian lamprey,Lamproie carpathique,,Eudontomyzon danfordi,Regan 1911
IKG,,,,Eudontomyzon graecus,Renaud & Economidis 2010
IKJ,Greek brook lamprey,Lamproie de ruisseau grecque,,Eudontomyzon hellenicus,"Vladykov, Renaud, Kott & Economidis 1982"
SYO,Smallmouth knifetooth dogfish,Squale-grogneur à queue échan.,Bruja bocachica,Scymnodon obscurus,(Vaillant 1888)
SCK,Kitefin shark,Squale liche,Carocho,Dalatias licha,(Bonnaterre 1788)
AGN,Angelshark,Ange de mer commun,Angelote,Squatina squatina,(Linnaeus 1758)
EDJ,Slender armorhead,,,Pseudopentaceros wheeleri,Hardy 1983
BSW,Sherpherd's beaked whale,Tasmacète,Ballena picuda de Shepherd,Tasmacetus shepherdi,Oliver 1937
BBW,Blainville's beaked whale,Baleine à bec de Blainville,Zifio de Blainville,Mesoplodon densirostris,(de Blainville 1817)
TGW,Ginkgo-toothed beaked whale,Baleine à bec de Nishiwaki,Zifio japonés,Mesoplodon ginkgodens,Nishiwaki & Kamiya 1958
BHW,Hector's beaked whale,Baleine à bec d'Hector,Zifio de Hector,Mesoplodon hectori,(Gray 1871)
SOY,So-iny (redlip) mullet,Mulet so-iny,Lisa so-iny,Chelon haematocheilus,(Temminck & Schlegel 1845)
LZS,Leaping mullet,Mulet sauteur,Galúa,Liza saliens,(Risso 1810)
LZT,Tade gray mullet,Mulet tade,Lisa tade,Liza tade,(Forsskål 1775)
ATB,Big-scale sand smelt,Joël,Pejerrey mediterráneo,Atherina boyeri,Risso 1810
MUL,Mullets nei,Mulets nca,Lizas nep,Mugilidae,
MUB,Lebranche mullet,Mulet lebranche,Lebranche,Mugil liza,Valenciennes 1836
MYZ,So-iuy mullet,Mulet so-iuy,Lisa so-iuy,Mugil soiuy,Basilewsky 1855
MUA,Bobo mullet,Mulet bobo,Bobo,Joturus pichardi,Poey 1860
BGW,Gervais' beaked whale,Baleine à bec de Gervais,Zifio de Gervais,Mesoplodon europaeus,Gervais 1855
BTW,True's beaked whale,Baleine à bec de True,Zifio de True,Mesoplodon mirus,True 1913
BHU,Indus River dolphin,Plataniste de l'Indus,Platanista del Indus,Platanista minor,Owen 1853
FRA,Franciscana,Dauphin de la Plata,Franciscana,Pontoporia blainvillei,(Gervais & d'Orbigny 1844)
PJM,Pacific jack mackerel,Chinchard gros yeux,Chicharro ojotón,Trachurus symmetricus,(Ayres 1855)
HMM,Mediterranean horse mackerel,Chinchard à queue jaune,Jurel mediterráneo,Trachurus mediterraneus,(Steindachner 1868)
CBA,Cobia,Mafou,Cobia,Rachycentron canadum,(Linnaeus 1766)
JAX,Jack and horse mackerels nei,Chinchards noirs nca,Jureles nep,Trachurus spp,
HOM,Atlantic horse mackerel,Chinchard d'Europe,Jurel,Trachurus trachurus,(Linnaeus 1758)
JAA,Blue jack mackerel,Chinchard du large,Jurel de altura(=Chicharro),Trachurus picturatus,(Bowdich 1825)
JJM,Japanese jack mackerel,Chinchard du Japon,Jurel japonés,Trachurus japonicus,(Temminck & Schlegel 1844)
CJM,Chilean jack mackerel,Chinchard du Chili,Jurel chileno,Trachurus murphyi,Nichols 1920
DCL,Clymene dolphin,Dauphin de Clyméné,Delfín clymene,Stenella clymene,(Gray 1850)
SVZ,Terns nei,,,Sterna spp,
DSA,Atlantic spotted dolphin,Dauphin tacheté de l'Atlantiq.,Delfín pintado,Stenella frontalis,(Cuvier 1829)
WIM,West Indian manatee,Lamantin des Caraïbes,Vaca marina del Caribe,Trichechus manatus,Linnaeus 1758
GBO,Grass goby,Gobie lote,Gobio serpentón,Zosterisessor ophiocephalus,(Pallas 1814)
SCO,Scorpionfishes nei,"Rascasses, etc. nca","Rascacios, gallinetas nep",Scorpaenidae,
RED,Atlantic redfishes nei,Sébastes de l'Atlantique nca,Gallinetas del Atlántico nep,Sebastes spp,
WRO,Widow rockfish,Sébaste rocote,Rocote,Sebastes entomelas,(Jordan & Gilbert 1880)
QTP,Small star coral,Petit corail étoile,Pequeño coral estrellado,Porites panamensis,Verrill 1866
KQO,Branch coral,,,Acropora florida,(Dana 1846)
KQM,Staghorn coral,,,Acropora formosa,(Dana 1846)
KQH,Finger coral,,,Acropora humilis,(Dana 1846)
CKA,Atlantic croaker,Tambour brésilien,Corvinón brasileño,Micropogonias undulatus,(Linnaeus 1766)
KIX,Kingcroakers nei,Bourrugues nca,Lambes nep,Menticirrhus spp,
KGF,Northern kingfish,Bourrugue renard,Lambe zorro,Menticirrhus saxatilis,(Bloch & Schneider 1801)
UBS,Drums nei,Ombrines nca,Verrugatos nep,Umbrina spp,
UCA,Canary drum(=Baardman),Ombrine bronze,Verrugato de Canarias,Umbrina canariensis,Valenciennes 1843
TRI,"Triggerfishes, durgons nei",Balistes nca,Peces-ballesta nep,Balistidae,
FLF,Filefishes nei,Bourses nca,Cachúas nep,Cantherhines (=Navodon) spp,
FIL,Threadsail filefish,,,Stephanolepis cirrhifer,(Temminck & Schlegel 1850)
ANF,Anglerfishes nei,"Baudroies, etc. nca","Rapes, etc. nep",Lophiidae,
ANK,Blackbellied angler,Baudroie rousse,Rape negro,Lophius budegassa,Spinola 1807
MVO,Devil anglerfish,Baudroie diable,Rape diablo,Lophius vomerinus,Valenciennes 1837
PEL,Pelagic fishes nei,Poissons pélagiques nca,Peces pelágicos nep,Osteichthyes,
DIA,Diadromous fishes nei,Poissons diadromes nca,Peces diádromos nep,Osteichthyes,
SKX,"Sharks, rays, skates, etc. nei","Requins, raies, etc. nca","Tiburones, rayas, etc. nep",Elasmobranchii,
PUF,Northern puffer,Compère bigaré,Tamboril norteño,Sphoeroides maculatus,(Bloch & Schneider 1801)
MOX,Ocean sunfish,Poisson lune,Pez luna,Mola mola,(Linnaeus 1758)
IKL,Korean lamprey,Lamproie coréenne,,Eudontomyzon morii,(Berg 1931)
IDQ,Siberian lamprey,Lamproie de Sibérie,,Lethenteron kessleri,(Anikin 1905)
IDT,Western Transcaucasian lamprey,Lamproie de la Transcaucasie,,Lethenteron ninae,"Naseka, Tuniyev & Renaud 2009"
IDU,Far Eastern brook lamprey,Lamproie de l’Extrême–Orient,,Lethenteron reissneri,(Dybowski 1869)
IDV,Lombardy brook lamprey,Lamproie de Lombardie,,Lethenteron zanandreai,Vladykov 1955
IKT,Alaskan brook lamprey,Lamproie de ruisseau d’Alaska,,Lethenteron alaskense,Vladykov & Kott 1978
IKU,American brook lamprey,Lamproie de l'Est,,Lethenteron appendix,(DeKay 1842)
RHC,Knife-nosed chimaeras nei,Chimères-couteau nca,Quimeras-navaja nep,Rhinochimaera spp,
CAH,"Elephantfishes, etc. nei","Mascas, etc. nca","Pejegallos, etc. nep",Callorhinchidae,
CHM,Cape elephantfish,Masca du Cap,Pejegallo del Cabo,Callorhinchus capensis,(Duméril 1865)
FLU,African lungfishes,Protoptères d'Afrique,Protopteros africanos,Protopterus spp,
APU,Sturgeon,Esturgeon commun,Esturión,Acipenser sturio,Linnaeus 1758
APG,Danube sturgeon(=Osetr),Esturgeon du Danube,Esturión del Danube,Acipenser gueldenstaedtii,Brandt & Ratzeberg 1833
APN,White sturgeon,Esturgeon blanc,Esturión blanco,Acipenser transmontanus,Richardson 1836
APB,Siberian sturgeon,Esturgeon de Sibérie,Esturión de Siberia,Acipenser baerii,Nikolskii 1896
IJX,Northern California lamprey,Lamproie de Californie septen.,,Entosphenus folletti,Vladykov & Kott 1976
IJY,Kern brook lamprey,Lamproie de Californie centr.,,Entosphenus hubbsi,Vladykov & Kott 1976
IJZ,Pit–Klamath brook lamprey,Lamproie du bassin Pit–Klamath,,Entosphenus lethophagus,(Hubbs 1971)
IKD,Vancouver lamprey,Lamproie de l’île de Vancouver,,Entosphenus macrostomus,(Beamish 1982)
IKE,Miller Lake lamprey,Lamproie du lac Miller,,Entosphenus minimus,(Bond & Kan 1973)
IKF,Klamath lamprey,Lamproie de la rivière Klamath,,Entosphenus similis,Vladykov & Kott 1979
BHA,Balao halfbeak,Demi-bec balaou,Agujeta balaju,Hemiramphus balao,Lesueur 1821
GAD,Gadiformes nei,Gadiformes nca,Gadiformes nep,Gadiformes,
MOR,Moras nei,Mores nca,Moras nep,Moridae,
GAR,Garfish,Orphie,Aguja,Belone belone,(Linnaeus 1761)
NFA,Atlantic needlefish,Aiguillette verte,Agujón verde,Strongylura marina,(Walbaum 1792)
MDX,Top shell,,,Monodonta nebulosa,Forsskål 1775
BDW,Andrews' beaked whale,Baleine à bec de Bowdoin,Zifio de Andrews,Mesoplodon bowdoini,Andrews 1908
BJW,Stejneger's beaked whale,Baleine à bec de Stejneger,Zifio de Stejneger,Mesoplodon stejnegeri,True 1885
IRD,Irrawaddy dolphin,Orcelle,Delfín del Irawaddy,Orcaella brevirostris,(Gray 1866)
BPW,Pigmy beaked whale,Baleine à bec pygmée,Ballena picuda,Mesoplodon peruvianus,"Reyes, Mead & Van Waerebeek 1991"
CNA,Snakehead,Poisson tête de serpent,Cabeza de serpiente,Channa argus,(Cantor 1842)
SSA,Atlantic silverside,Capucette,Pejerrey del Atlántico,Menidia menidia,(Linnaeus 1766)
AXM,,,,Asymbolus spp,
RVX,,,,Urolophus spp,
THF,"Threadfins, tasselfishes nei","Barbures, capitaines nca",Barbudos nep,Polynemidae,
TGA,Giant African threadfin,Gros capitaine,Barbudo gigante africano,Polydactylus quadrifilis,(Cuvier 1829)
FOT,Fourfinger threadfin,Barbure à quatre doigts,Barbudo de cuatro dedos,Eleutheronema tetradactylum,(Shaw 1804)
BQQ,Subulate auger,Térèbre subulée,,Terebra subulata,(Linnaeus 1767)
KKX,Giant sundial,Solarium géant,,Architectonica maxima,(Philippi 1849)
OVT,Tricolor olive,Olive tricolore,,Oliva tricolor,Lamarck 1811
OVU,Black olive,Olive noire,,Oliva vidua,(Roding 1798)
IRR,Adusta miter,Mitre brûlée,,Mitra eremitarum,Roding 1798
IRM,Episcopal miter,Mitre épiscopale,,Mitra mitra,(Linnaeus 1758)
IRK,Pontifical miter,Mitre pontificale,,Mitra stictica,(Link 1807)
VXR,Rugose iter,Mitre froncée,,Vexillum rugosum,(Gmelin 1791)
VXU,Little-fox miter,Mitre petit-renard,,Vexillum vulpeculum,(Linnaeus 1758)
KNL,Lettered cone,Cône imprimé,,Conus litteratus,Linnaeus 1758
KNQ,Oak cone,Cône petit-chêne,,Conus quercinus,Lightfoot 1786
BQE,Fly spotted auger,Térèbre mouchetée,,Terebra areolata,(Link 1807)
KGX,Seerfishes nei,Thazards nca,Carites nep,Scomberomorus spp,
CHY,Chinese seerfish,Thazard nébuleux,Carite indochino,Scomberomorus sinensis,(Lacépède 1800)
STS,Streaked seerfish,Thazard cirrus,Carite rayado,Scomberomorus lineolatus,(Cuvier 1831)
KGM,King mackerel,Thazard barré,Carite lucio,Scomberomorus cavalla,(Cuvier 1829)
CER,Cero,Thazard franc,Carite chinigua,Scomberomorus regalis,(Bloch 1793)
SBC,Bocaccio rockfish,Sébaste bocace,Chancharro bocacio,Sebastes paucispinis,Ayres 1854
REN,Acadian redfish,Sébaste rose,Chancharro,Sebastes fasciatus,Storer 1856
SGO,Chilipepper rockfish,Sébaste piment,Chancharro pimienta,Sebastes goodei,(Eigenmann & Eigenmann 1890)
RSE,Red scorpionfish,Rascasse rouge,Cabracho,Scorpaena scrofa,Linnaeus 1758
GUU,Tub gurnard,Grondin perlon,Begel,Chelidonichthys lucerna,(Linnaeus 1758)
LEP,Spiny gurnard,Grondin de dieuzeide,Cabete espinudo,Lepidotrigla dieuzeidei,Blanc & Hureau 1973
GUG,Grey gurnard,Grondin gris,Borracho,Eutrigla gurnardus,(Linnaeus 1758)
GUR,Red gurnard,Grondin rouge,Arete,Aspitrigla cuculus,(Linnaeus 1758)
ATK,Okhotsk atka mackerel,Terpuga arabesque de Okhotsk,Lorcha de Okhotsk,Pleurogrammus azonus,Jordan & Metz 1913
FLI,Bartail flathead,Platycéphale indien,Chato índico,Platycephalus indicus,(Linnaeus 1758)
BRF,Blackbelly rosefish,Sébaste chèvre,Gallineta,Helicolenus dactylopterus,(Delaroche 1809)
GUY,Gurnards nei,Grondins nca,Garneos nep,Trigla spp,
YLX,Locust lobsters nei,Cigales Scyllarus nca,Cigarras Scyllarus nep,Scyllarus spp,
SZK,Solenocera shrimps nei,Salicoques Solenocera nca,Camarones Solenocera nep,Solenocera spp,
TVX,Flathead lobsters nei,Cigales raquettes nca,Cigarras chatas nep,Thenus spp,
AZG,,,Caracol palo palo,Argobuccinum argus,Gmelin 1791
YTW,Berryteuthis gonate squids nei,Encornets Berryteuthis nca,Gonaluras Berryteuthis nep,Berryteuthis spp,
YBO,Olla volute,Volute jarre,Voluta coña,Cymbium olla,Linnaeus 1758
WSA,Blacktail comber,Serran à queue noire,Serrano imperial,Serranus atricauda,Günther 1874
BVV,Yellowmouth barracuda,Bécune bouche jaune,Espetón boca amarilla,Sphyraena viridensis,Cuvier 1829
BQX,Butterfishes nei,Stromatés nca,Pámpanos Stromateus nep,Stromateus spp,
YFX,Symphodus wrasses nei,Crénilabres nca,"Bodiones, porredanas nep",Symphodus spp,
KSY,Klein's sole,Sole tachetée,Lenguado de Klein,Synapturichthys kleinii,(Risso 1827)
DYZ,Redbarred lizardfish,Anoli commun,Lagarto capitán,Synodus synodus,(Linnaeus 1758)
WHH,Spearfishes nei,Makaires Tetrapturus nca,Marlines Tetrapturus nep,Tetrapturus spp,
TZA,Spotted weever,Vive araignée,Araña,Trachinus araneus,Cuvier 1829
TZR,Starry weever,Vive à tête rayonnée,Víbora,Trachinus radiatus,Cuvier 1829
SHX,"Dogfish sharks, etc. nei",Squaliformes nca,Squaliformes nep,Squaliformes,
DGX,Dogfish sharks nei,Squales nca,"Galludos, tollos, nep",Squalidae,
SPK,Great hammerhead,Grand requin marteau,Cornuda gigante,Sphyrna mokarran,(Rüppell 1837)
TRK,"Houndsharks, smoothhounds nei","Émissoles, requins-hâ nca","Cazones, tollos nep",Triakidae,
SDP,Narrownose smooth-hound,Émissole gatuso,Gatuso,Mustelus schmitti,Springer 1939
SMD,Smooth-hound,Émissole lisse,Musola,Mustelus mustelus,(Linnaeus 1758)
GAG,Tope shark,Requin-hâ,Cazón,Galeorhinus galeus,(Linnaeus 1758)
LES,Leopard shark,Virli léopard,Tollo leopardo,Triakis semifasciata,Girard 1855
XOD,Trisopterus nei,Tacauds nca,Fanecas nep,Trisopterus spp,
URZ,Urophycis nei,Urophycis nca,Brótolas blancas nep,Urophycis spp,
AXR,Aristeus shrimps nei,Crevettes Aristeus nca,Camarones Aristeus nep,Aristeus spp,
DGH,Dogfishes and hounds nei,Squales et émissoles nca,"Galludos, tollos y musolas nep","Squalidae, Scyliorhinidae",
SOR,Little sleeper shark,Laimargue de la Méditerranée,Tollo boreal,Somniosus rostratus,(Risso 1827)
DGS,Picked dogfish,Aiguillat commun,Mielga,Squalus acanthias,Linnaeus 1758
GUP,Gulper shark,Squale-chagrin commun,Quelvacho,Centrophorus granulosus,(Bloch & Schneider 1801)
CPU,Little gulper shark,Petit squale-chagrin,Galludito,Centrophorus uyato,(Rafinesque 1810)
MXX,Scalloped murex,,,Murex scolopax,Dillwyn 1817
NCM,,,,Notocrangon antarcticus,(Pfeffer 1887)
RXR,Hawk-wing conch,Strombe aile-de-faucon,Cobo ala de aguila,Strombus raninus,Gmelin 1791
KUI,West Indian top shell,Troque des Antilles,Burgado antillano,Cittarium pica,(Linnaeus 1758)
VSP,Spiny vase,Turbinelle épineuse,Vaso espinoso,Vasum capitellum,(Linnaeus 1758)
VSU,Caribbean vase,Turbinelle des Caraïbes,Vaso del Caribe,Vasum muricatum,(Born 1778)
LQK,Carved star-shell,Turban incisé,Turbante tallado,Lithopoma caelatum,(Gmelin 1791)
IPT,Imbricated star-shell,Turban imbriqué,Turbante imbricado,Lithopoma tecta,(Lightfoot 1786)
IPU,Green star-shell,Turban vert,Turbante verde,Lithopoma tuber,(Linnaeus 1767)
LIN,Ling,Lingue franche,Maruca,Molva molva,(Linnaeus 1758)
BLI,Blue ling,Lingue bleue,Maruca azul,Molva dypterygia,(Pennant 1784)
FOX,Forkbeards nei,Phycis nca,Brótolas nep,Phycis spp,
GFB,Greater forkbeard,Phycis de fond,Brótola de fango,Phycis blennoides,(Brünnich 1768)
ANT,Blue antimora,Antimora bleu,Mollera azul,Antimora rostrata,(Günther 1878)
USK,Tusk(=Cusk),Brosme,Brosmio,Brosme brosme,(Ascanius 1772)
COD,Atlantic cod,Morue de l'Atlantique,Bacalao del Atlántico,Gadus morhua,Linnaeus 1758
GRC,Greenland cod,Morue ogac,Bacalao de Groenlandia,Gadus ogac,Richardson 1836
UBN,Channelled turban,Turban canaliculé,Turbante acanalado,Turbo canaliculatus,Hermann 1781
UOT,Chestnut turban,Turban marron,Turbante castana,Turbo castanea,Gmelin 1791
VLU,Common music volute,Volute musique,Voluta musical,Voluta musica,Linnaeus 1758
VLV,Green music volute,Volute verte,Voluta verde,Voluta virescens,Lightfoot 1786
NKA,Adanson's moon snail,Natice d'Adanson,Nática de Adanson,Natica adansoni,Blainville 1825
WFS,White-faced storm petrel,Océanite frégate,Paíño pechialbo,Pelagodroma marina,(Latham 1790)
YBM,Marmorate volute,Volute marbrée,Voluta marmorada,Cymbium marmoratum,Link 1807
NKT,Turton's moon snail,Natice de Turton,Nática deTurton,Natica turtoni,E. A. Smith 1890
MAW,West African Spanish mackerel,Thazard blanc,Carite lusitánico,Scomberomorus tritor,(Cuvier 1832)
BBM,Broad-barred king mackerel,Thazard tigré,Carite tigre,Scomberomorus semifasciatus,(Macleay 1883)
KOS,Korean seerfish,Thazard coréen,Carite coreano,Scomberomorus koreanus,(Kishinouye 1915)
SHM,Shark mackerel,Thazard requin,Carite-cazón,Grammatorcynus bicarinatus,(Quoy & Gaimard 1825)
FRI,Frigate tuna,Auxide,Melva,Auxis thazard,(Lacépède 1800)
BLT,Bullet tuna,Bonitou,Melva(=Melvera),Auxis rochei,(Risso 1810)
BKJ,Black skipjack,Thonine noire,Barrilete negro,Euthynnus lineatus,Kishinouye 1920
SKJ,Skipjack tuna,Listao,Listado,Katsuwonus pelamis,(Linnaeus 1758)
