FAO ISSCFC ,Basic Level,Parent Code,ISSCAAP Code, HS 2012 , SITC3 Code, CPC 2.1, FAO ISSCFC description in English
034.3.2.2.5.9,0,034.3.2.2.5,39,0304.59,034.51,,"Miscellaneous marine fish meat, whether or not minced, fresh or chilled"
034.3.2.2.5.9.90,1,034.3.2.2.5.9,39,0304.59,034.51,21221,"Marine fish meat,whether or not minced nei, fresh or chilled"
034.3.2.2.6,0,034.3.2.2,X,0304.59,034.51,,"Miscellaneous fish meat, whether or not minced, fresh or chilled"
034.3.2.2.6.90,1,034.3.2.2.6,39,0304.59,034.51,21221,"Fish meat, whether or not minced nei, fresh or chilled"
034.4,0,034,39,0304.99,034.4,,"Fish fillets and meat, frozen"
034.4.1,0,034.4,39,0304.89,034.4,,"Fish fillets, frozen (excluding blocks and sticks)"
034.4.1.3,0,034.4.1,13,0304.69,034.4,,"Freshwater fish fillets, frozen"
034.4.1.3.2,0,034.4.1.3,12,0304.69,034.4,,"Tilapia and other cichlids, fillets, frozen"
034.4.1.3.2.20,1,034.4.1.3.2,12,0304.61,034.4,21222,"Tilapia fillets, frozen"
034.4.1.3.9,0,034.4.1.3,13,0304.69,034.4,,"Miscellaneous freshwater fish fillets, frozen"
034.4.1.3.9.30,1,034.4.1.3.9,13,0304.62,034.4,21222,"Catfish fillets, frozen"
034.4.1.3.9.50,1,034.4.1.3.9,13,0304.63,034.4,21222,"Nile perch fillets, frozen"
034.4.1.3.9.85,1,034.4.1.3.9,13,0304.69,034.4,21222,"Carps, eels and snakeheads, fillets, frozen"
034.4.1.3.9.90,1,034.4.1.3.9,13,0304.89,034.4,21222,"Freshwater fish fillets, nei, frozen"
034.4.1.4,0,034.4.1,25,0304.89,034.4,,"Diadromous fish fillets, frozen"
034.4.1.4.2,0,034.4.1.4,22,0304.69,034.4,,"River eel fillets, frozen"
034.4.1.4.2.10,1,034.4.1.4.2,22,0304.69,034.4,21222,"River eel fillets, frozen, nei"
034.4.1.4.3,0,034.4.1.4,23,0304.89,034.4,,"Salmons, trouts, smelts, etc. fillets, frozen"
034.4.1.4.3.391,1,034.4.1.4.3,23,0304.81,034.4,21222,"Salmon fillets, frozen"
034.4.1.4.3.50,1,034.4.1.4.3,23,0304.82,034.4,21222,"Trout fillets, frozen"
034.4.1.4.3.90,1,034.4.1.4.3,23,0304.89,034.4,21222,"Salmonoids fillets, frozen, nei"
034.4.1.4.5,0,034.4.1.4,25,0304.89,034.4,,"Miscellaneous diadromous fish fillets, frozen"
034.4.1.4.5.90,1,034.4.1.4.5,25,0304.89,034.4,21222,"Diadromous fish fillets, frozen, nei"
034.4.1.5,0,034.4.1,39,0304.89,034.4,,"Marine fish fillets, frozen"
034.4.1.5.1,0,034.4.1.5,31,0304.83,034.4,,"Flounders, halibuts, soles, etc. fillets, frozen"
034.4.1.5.1.13,1,034.4.1.5.1,31,0304.83,034.4,21222,"Greenland halibut fillets, frozen"
034.4.1.5.1.19,1,034.4.1.5.1,31,0304.83,034.4,21222,"Halibut nei, fillets, frozen"
034.4.1.5.1.25,1,034.4.1.5.1,31,0304.83,034.4,21222,"Bastard halibut fillets, frozen"
034.4.1.5.1.31,1,034.4.1.5.1,31,0304.83,034.4,21222,"European plaice fillets, frozen"
034.4.1.5.1.32,1,034.4.1.5.1,31,0304.83,034.4,21222,"Alaska plaice fillets, frozen"
034.4.1.5.1.33,1,034.4.1.5.1,31,0304.83,034.4,21222,"American plaice fillets, frozen"
034.4.1.5.1.39,1,034.4.1.5.1,31,0304.83,034.4,21222,"Plaice fillets, frozen, nei"
034.4.1.5.1.41,1,034.4.1.5.1,31,0304.83,034.4,21222,"Yellowfin sole fillets, frozen"
034.4.1.5.1.42,1,034.4.1.5.1,31,0304.83,034.4,21222,"Yellowtail flounder fillets, frozen"
034.4.1.5.1.43,1,034.4.1.5.1,31,0304.83,034.4,21222,"Common dab fillets, frozen"
034.4.1.5.1.44,1,034.4.1.5.1,31,0304.83,034.4,21222,"Lemon sole fillets, frozen"
034.4.1.5.1.45,1,034.4.1.5.1,31,0304.83,034.4,21222,"Common sole fillets, frozen"
034.4.1.5.1.49,1,034.4.1.5.1,31,0304.83,034.4,21222,"Sole fillets, frozen, nei"
034.4.1.5.1.50,1,034.4.1.5.1,31,0304.83,034.4,21222,"Flounder fillets, frozen"
034.4.1.5.1.60,1,034.4.1.5.1,31,0304.83,034.4,21222,"Megrim fillets, frozen"
034.4.1.5.1.70,1,034.4.1.5.1,31,0304.83,034.4,21222,"Turbot fillets, frozen"
034.4.1.5.1.90,1,034.4.1.5.1,31,0304.83,034.4,21222,"Flatfish nei, fillets, frozen"
034.4.1.5.2,0,034.4.1.5,32,0304.79,034.4,,"Cods, hakes, haddocks, etc. fillets, frozen"
034.4.1.5.2.11,1,034.4.1.5.2,32,0304.71,034.4,21222,"Atlantic cod fillets, frozen"
034.4.1.5.2.12,1,034.4.1.5.2,32,0304.71,034.4,21222,"Pacific cod fillets, frozen"
034.4.1.5.2.19,1,034.4.1.5.2,32,0304.71,034.4,21222,"Cod nei, fillets, frozen"
034.4.1.5.2.25,1,034.4.1.5.2,32,0304.79,034.4,21222,"Ling fillets, frozen"
034.4.1.5.2.30,1,034.4.1.5.2,32,0304.72,034.4,21222,"Haddock fillets, frozen"
034.4.1.5.2.40,1,034.4.1.5.2,32,0304.73,034.4,21222,"Saithe (=Pollock) fillets, frozen"
034.4.1.5.2.45,1,034.4.1.5.2,32,0304.75,034.4,21222,"Alaska pollock fillets, frozen"
034.4.1.5.2.51,1,034.4.1.5.2,32,0304.79,034.4,21222,"Blue whiting fillets, frozen"
034.4.1.5.2.52,1,034.4.1.5.2,32,0304.79,034.4,21222,"Southern blue whiting fillets, frozen"
034.4.1.5.2.53,1,034.4.1.5.2,32,0304.79,034.4,21222,"Whiting fillets, frozen"
034.4.1.5.2.61,1,034.4.1.5.2,32,0304.74,034.4,21222,"European hake fillets, frozen"
034.4.1.5.2.62,1,034.4.1.5.2,32,0304.74,034.4,21222,"South Pacific hake fillets, frozen"
034.4.1.5.2.63,1,034.4.1.5.2,32,0304.74,034.4,21222,"Argentinian hake fillets, frozen"
034.4.1.5.2.64,1,034.4.1.5.2,32,0304.74,034.4,21222,"North Pacific hake fillets, frozen"
034.4.1.5.2.65,1,034.4.1.5.2,32,0304.74,034.4,21222,"Cape hake fillets, frozen"
034.4.1.5.2.68,1,034.4.1.5.2,32,0304.74,034.4,21222,"Hake of the genus Urophycis, fillets, frozen"
034.4.1.5.2.69,1,034.4.1.5.2,32,0304.74,034.4,21222,"Hake nei fillets, frozen"
034.4.1.5.2.85,1,034.4.1.5.2,32,0304.79,034.4,21222,"Grenadiers fillets, frozen"
034.4.1.5.2.90,1,034.4.1.5.2,32,0304.79,034.4,21222,"Gadiformes fillets, frozen, nei"
034.4.1.5.3,0,034.4.1.5,33,0304.89,034.4,,"Miscellaneous coastal fish, fillets, frozen"
034.4.1.5.3.80,1,034.4.1.5.3,33,0304.89,034.4,21222,"Atka mackerel fillets, frozen"
034.4.1.5.3.90,1,034.4.1.5.3,33,0304.89,034.4,21222,"Miscellaneous coastal fishes fillets, frozen,  nei"
034.4.1.5.4,0,034.4.1.5,34,0304.89,034.4,,"Miscellaneous demersal fish, fillets, frozen"
034.4.1.5.4.09,1,034.4.1.5.4,34,0304.89,034.4,21222,"Wolffish (=Catfish) fillets, frozen"
034.4.1.5.4.16,1,034.4.1.5.4,34,0304.89,034.4,21222,"Angler (=Monk) fillets, frozen"
034.4.1.5.4.17,1,034.4.1.5.4,34,0304.85,034.4,21222,"Toothfish (Dissostichus spp.), fillets, frozen"
034.4.1.5.4.41,1,034.4.1.5.4,34,0304.89,034.4,21222,"Atlantic redfishes, fillets, frozen"
034.4.1.5.4.49,1,034.4.1.5.4,34,0304.89,034.4,21222,"Redfish nei, fillets, frozen"
034.4.1.5.4.90,1,034.4.1.5.4,34,0304.89,034.4,21222,"Miscellaneous demersal fish, fillets, frozen, nei"
034.4.1.5.5,0,034.4.1.5,35,0304.89,034.4,,"Herrings, sardines, anchovies, etc. fillets, frozen"
034.4.1.5.5.11,1,034.4.1.5.5,35,0304.86,034.4,21222,"Atlantic herring fillets, frozen"
034.4.1.5.5.12,1,034.4.1.5.5,35,0304.86,034.4,21222,"Pacific herring fillets, frozen"
034.4.1.5.5.19,1,034.4.1.5.5,35,0304.86,034.4,21222,"Herring nei, fillets, frozen"
034.4.1.5.5.20,1,034.4.1.5.5,35,0304.89,034.4,21222,"Pilchard fillets, frozen"
034.4.1.5.5.90,1,034.4.1.5.5,35,0304.89,034.4,21222,"Clupeoids nei, fillets, frozen"
034.4.1.5.6,0,034.4.1.5,36,0304.89,034.4,,"Tunas, bonitos, billfishes, etc. fillets, frozen"
034.4.1.5.6.80,1,034.4.1.5.6,36,0304.84,034.4,21222,"Swordfish fillets, frozen"
034.4.1.5.6.90,1,034.4.1.5.6,36,0304.87,034.4,21222,"Tuna loins and fillets, frozen"
034.4.1.5.6.95,1,034.4.1.5.6,36,0304.89,034.4,21222,"Tunas, bonitos, billfishes etc, fillets, frozen, nei"
034.4.1.5.7,0,034.4.1.5,37,0304.89,034.4,,"Miscellaneous pelagic fish, etc. fillets, frozen"
034.4.1.5.7.10,1,034.4.1.5.7,37,0304.89,034.4,21222,"Pomfrets, ocean breams, fillets, frozen"
034.4.1.5.7.69,1,034.4.1.5.7,37,0304.89,034.4,21222,"Mackerel fillets, frozen"
034.4.1.5.7.75,1,034.4.1.5.7,37,0304.89,034.4,21222,"Amberjack fillets, frozen"
034.4.1.5.7.90,1,034.4.1.5.7,37,0304.89,034.4,21222,"Miscellaneous pelagic fish fillets, frozen, nei"
034.4.1.5.8,0,034.4.1.5,38,0304.89,034.4,,"Sharks, rays, chimaeras, etc. fillets, frozen"
034.4.1.5.8.60,1,034.4.1.5.8,38,0304.89,034.4,21222,"Dogfish (Squalidae) and catshark fillets, frozen"
034.4.1.5.8.66,1,034.4.1.5.8,38,0304.89,034.4,21222,"Porbeagle shark (Lamna nasus), fillets, frozen"
034.4.1.5.8.70,1,034.4.1.5.8,38,0304.89,034.4,21222,"Shark fillets nei, frozen"
034.4.1.5.8.90,1,034.4.1.5.8,38,0304.89,034.4,21222,"Sharks,rays,chimaeras, skates, fillets,  frozen,  nei"
034.4.1.5.9,0,034.4.1.5,39,0304.89,034.4,,"Miscellaneous marine fish fillets, frozen"
034.4.1.5.9.90,1,034.4.1.5.9,39,0304.89,034.4,21222,"Marine fish fillets, frozen, nei"
034.4.1.6,0,034.4.1,X,0304.89,034.4,,"Fish fillets, frozen"
034.4.1.6.90,1,034.4.1.6,39,0304.89,034.4,21222,"Fish fillets, frozen, nei"
034.4.2,0,034.4,39,0304.89,034.4,,"Fish fillets in blocks, frozen"
034.4.2.3,0,034.4.2,13,0304.89,034.4,,"Freshwater fish fillets in blocks, frozen"
034.4.2.3.9,0,034.4.2.3,13,0304.89,034.4,,"Miscellaneous freshwater fish fillets in blocks, frozen"
034.4.2.3.9.90,1,034.4.2.3.9,13,0304.89,034.4,21222,"Freshwater fish fillets in blocks, frozen nei"
034.4.2.4,0,034.4.2,25,0304.89,034.4,,"Diadromous fish fillets in blocks, frozen"
034.4.2.4.3,0,034.4.2.4,23,0304.89,034.4,,"Salmons, trouts, smelts, etc. fillets in blocks, frozen"
034.4.2.4.3.90,1,034.4.2.4.3,23,0304.89,034.4,21222,"Salmonoids fillets in blocks, frozen"
034.4.2.4.5,0,034.4.2.4,25,0304.89,034.4,,"Miscellaneours diadromous fish fillets in blocks, frozen"
034.4.2.4.5.90,1,034.4.2.4.5,25,0304.89,034.4,21222,"Diadromous fish fillets in blocks, frozen, nei"
034.4.2.5,0,034.4.2,39,0304.89,034.4,,"Marine fish fillets in blocks, frozen"
034.4.2.5.1,0,034.4.2.5,31,0304.83,034.4,,"Flounders, halibuts, soles, etc. fillets in blocks, frozen"
034.4.2.5.1.90,1,034.4.2.5.1,31,0304.83,034.4,21222,"Flatfish fillets in blocks, frozen, nei"
034.4.2.5.2,0,034.4.2.5,32,0304.79,034.4,,"Cods, hakes, haddocks, etc. fillets in blocks, frozen"
034.4.2.5.2.11,1,034.4.2.5.2,32,0304.71,034.4,21222,"Atlantic cod, fillets in blocks, frozen"
034.4.2.5.2.12,1,034.4.2.5.2,32,0304.71,034.4,21222,"Pacific cod fillets in blocks, frozen"
034.4.2.5.2.19,1,034.4.2.5.2,32,0304.71,034.4,21222,"Cod fillets in blocks, frozen, nei"
034.4.2.5.2.30,1,034.4.2.5.2,32,0304.72,034.4,21222,"Haddock fillets in blocks, frozen"
034.4.2.5.2.40,1,034.4.2.5.2,32,0304.73,034.4,21222,"Saithe (=Pollock) fillets in blocks, frozen"
034.4.2.5.2.45,1,034.4.2.5.2,32,0304.75,034.4,21222,"Alaska pollock fillets in blocks, frozen"
034.4.2.5.2.60,1,034.4.2.5.2,32,0304.74,034.4,21222,"Hake fillets in blocks, frozen"
034.4.2.5.2.90,1,034.4.2.5.2,32,0304.79,034.4,21222,"Cods, hakes, haddocks, etc.  fillets in blocks, frozen, nei"
034.4.2.5.3,0,034.4.2.5,33,0304.89,034.4,,"Miscellaneous coastal fish, fillets in blocks, frozen"
034.4.2.5.3.90,1,034.4.2.5.3,33,0304.89,034.4,21222,"Miscellaneous coastal fish, fillets in blocks, frozen, nei"
034.4.2.5.4,0,034.4.2.5,34,0304.89,034.4,,"Miscellaneous demersal fish, fillets in blocks, frozen"
034.4.2.5.4.41,1,034.4.2.5.4,34,0304.89,034.4,21222,"Atlantic redfishes fillets in blocks, frozen"
034.4.2.5.4.90,1,034.4.2.5.4,34,0304.89,034.4,21222,"Miscellaneous demersal fish, fillets in blocks, frozen, nei"
034.4.2.5.9,0,034.4.2.5,39,0304.89,034.4,,"Miscellaneous marine fish fillets in blocks, frozen"
034.4.2.5.9.90,1,034.4.2.5.9,39,0304.89,034.4,21222,"Marine fish fillets in blocks, nei, frozen"
034.4.2.6,0,034.4.2,X,0304.89,034.4,,"Fish fillets in blocks, frozen"
034.4.2.6.90,1,034.4.2.6,39,0304.89,034.4,21222,"Fish fillets in blocks, frozen, nei"
034.4.3,0,034.4,39,0304.99,034.55,,"Fish portions and sticks, frozen"
034.4.3.5,0,034.4.3,39,0304.99,034.55,,"Marine fish portions and sticks, frozen"
034.4.3.5.1,0,034.4.3.5,31,0304.99,034.55,,"Flounders, halibuts, soles, etc. portions and sticks, frozen"
034.4.3.5.1.90,1,034.4.3.5.1,31,0304.99,034.55,21223,"Flatfish portions and sticks, frozen"
034.4.3.5.2,0,034.4.3.5,32,0304.95,034.55,,"Cods, hakes, haddocks, etc. portions and sticks, frozen"
034.4.3.5.2.19,1,034.4.3.5.2,32,0304.95,034.55,21223,"Cod portions and sticks, frozen"
034.4.3.5.2.30,1,034.4.3.5.2,32,0304.95,034.55,21223,"Haddock portions and sticks, frozen"
034.4.3.5.2.45,1,034.4.3.5.2,32,0304.94,034.55,21223,"Alaska pollock, portions and sticks, frozen"
034.4.3.5.2.60,1,034.4.3.5.2,32,0304.95,034.55,21223,"Hake portions and sticks, frozen"
034.4.3.5.2.90,1,034.4.3.5.2,32,0304.95,034.55,21223,"Gadiformes, portions and sticks, frozen, nei"
034.4.3.5.9,0,034.4.3.5,39,0304.99,034.55,,"Miscellaneous marine fish, portions and sticks, frozen"
034.4.3.5.9.90,1,034.4.3.5.9,39,0304.99,034.55,21223,"Fish portions and sticks, nei, frozen"
034.4.4,0,034.4,39,0304.99,034.55,,"Fish meat, frozen"
034.4.4.1,0,034.4.4,39,0304.99,034.55,,"Fish steaks, frozen"
034.4.4.1.3,0,034.4.4.1,13,0304.93,034.55,,"Freshwater fish, steaks, frozen"
034.4.4.1.3.9,0,034.4.4.1.3,13,0304.93,034.55,,"Miscellaneous freshwater fish, steaks, frozen"
034.4.4.1.3.9.30,1,034.4.4.1.3.9,13,0304.93,034.55,21223,"Catfish steaks, frozen"
034.4.4.1.3.9.90,1,034.4.4.1.3.9,13,0304.93,034.55,21223,"Freshwater fish, steaks, frozen, nei"
034.4.4.1.4,0,034.4.4.1,25,0304.99,034.55,,"Diadromous fish steaks, frozen"
034.4.4.1.4.2,0,034.4.4.1.4,23,0304.99,034.55,,"Salmons, trouts, smelts, steaks, frozen"
034.4.4.1.4.2.39,1,034.4.4.1.4.2,23,0304.99,034.55,21223,"Salmon steaks, frozen"
034.4.4.1.5,0,034.4.4.1,39,0304.99,034.55,,"Marine fish steaks, frozen"
034.4.4.1.5.1,0,034.4.4.1.5,31,0304.99,034.55,,"Flounders, halibuts, soles, etc. steaks, frozen"
034.4.4.1.5.1.19,1,034.4.4.1.5.1,31,0304.99,034.55,21223,"Halibut steaks, frozen"
034.4.4.1.5.1.90,1,034.4.4.1.5.1,31,0304.99,034.55,21223,"Flatfish steaks, frozen, nei"
034.4.4.1.5.9,0,034.4.4.1.5,39,0304.99,034.55,,"Miscellaneous marine fish steaks, frozen"
034.4.4.1.5.9.90,1,034.4.4.1.5.9,39,0304.99,034.55,21223,"Fish steaks, frozen, nei"
034.4.4.2,0,034.4.4,39,0304.99,034.55,,"Fish meat, whether or not minced, frozen"
034.4.4.2.3,0,034.4.4.2,13,0304.99,034.55,,"Freshwater fish meat, whether or not minced, frozen"
034.4.4.2.3.9,0,034.4.4.2.3,13,0304.99,034.55,,"Miscellaneous freshwater fish meat, whether or not minced, frozen"
034.4.4.2.3.9.30,1,034.4.4.2.3.9,13,0304.93,034.55,21223,"Catfish  meat, frozen"
034.4.4.2.3.9.87,1,034.4.4.2.3.9,13,0304.93,034.55,21223,"Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen"
034.4.4.2.3.9.90,1,034.4.4.2.3.9,13,0304.99,034.55,21223,"Freshwater fish meat, whether or not minced, frozen, nei"
034.4.4.2.4,0,034.4.4.2,25,0304.99,034.55,,"Diadromous fish meat, whether or not minced, frozen"
034.4.4.2.4.3,0,034.4.4.2.4,23,0304.99,034.55,,"Salmons, trouts, smelts, meat. frozen"
034.4.4.2.4.3.39,1,034.4.4.2.4.3,23,0304.99,034.55,21223,"Salmons, meat. frozen"
034.4.4.2.4.3.50,1,034.4.4.2.4.3,23,0304.99,034.55,21223,"Trouts, meat, frozen"
034.4.4.2.4.3.90,1,034.4.4.2.4.3,23,0304.99,034.55,21223,"Salmonoids, meat, frozen"
034.4.4.2.4.5,0,034.4.4.2.4,25,0304.99,034.55,,"Miscellaneous diadromous fish meat, whether or not minced, frozen"
034.4.4.2.4.5.90,1,034.4.4.2.4.5,25,0304.99,034.55,21223,"Diadromous fish meat, whether or not minced, frozen, nei"
034.4.4.2.5,0,034.4.4.2,39,0304.99,034.55,,"Marine fish meat, whether or not minced, frozen"
034.4.4.2.5.1,0,034.4.4.2.5,31,0304.99,034.55,,"Flounders, halibuts, soles, meat, minced or not, frozen"
034.4.4.2.5.1.60,1,034.4.4.2.5.1,31,0304.99,034.55,21223,"Megrim, meat, whether or not minced, frozen"
034.4.4.2.5.1.90,1,034.4.4.2.5.1,31,0304.99,034.55,21223,"Flatfish, meat, whether or not minced, frozen"
034.4.4.2.5.2,0,034.4.4.2.5,32,0304.95,034.55,,"Cods, hakes, haddocks meat, whether or not minced, frozen"
034.4.4.2.5.2.11,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Atlantic cod, meat, frozen"
034.4.4.2.5.2.12,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Pacific cod, meat, frozen"
034.4.4.2.5.2.18,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Cod, minced, frozen"
034.4.4.2.5.2.19,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Cod, meat, frozen"
034.4.4.2.5.2.30,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Haddock, minced, frozen"
034.4.4.2.5.2.32,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Haddock meat, frozen"
034.4.4.2.5.2.40,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Saithe (=Pollock), minced, frozen"
034.4.4.2.5.2.42,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Saithe (=Pollock), meat, frozen"
034.4.4.2.5.2.45,1,034.4.4.2.5.2,32,0304.94,034.55,21223,"Alaska pollock, meat, whether or not minced, frozen"
034.4.4.2.5.2.51,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Blue whiting meat, frozen"
034.4.4.2.5.2.68,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Hake minced, frozen"
034.4.4.2.5.2.69,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Hake meat, frozen"
034.4.4.2.5.2.70,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Ling meat, whether or not minced, frozen"
034.4.4.2.5.2.91,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen"
034.4.4.2.5.2.95,1,034.4.4.2.5.2,32,0304.95,034.55,21223,"Gadiformes, meat, whether or not minced, frozen, nei"
034.4.4.2.5.3,0,034.4.4.2.5,33,0304.99,034.55,,"Miscellaneous coastal fish meat, whether or not minced, frozen"
034.4.4.2.5.3.01,1,034.4.4.2.5.3,33,0304.99,034.55,21223,"Sea catfish, minced, frozen"
034.4.4.2.5.3.02,1,034.4.4.2.5.3,33,0304.99,034.55,21223,"Sea catfish meat, frozen"
034.4.4.2.5.3.90,1,034.4.4.2.5.3,33,0304.99,034.55,21223,"Coastal fish meat, whether or not minced, frozen, nei"
034.4.4.2.5.4,0,034.4.4.2.5,34,0304.99,034.55,,"Miscellaneous demersal fish meat, whether or not minced, frozen"
034.4.4.2.5.4.16,1,034.4.4.2.5.4,34,0304.99,034.55,21223,"Angler (=monk), meat, frozen"
034.4.4.2.5.4.17,1,034.4.4.2.5.4,34,0304.92,034.55,21223,"Toothfish (Dissostichus spp.), meat, frozen"
034.4.4.2.5.4.41,1,034.4.4.2.5.4,34,0304.99,034.55,21223,"Atlantic redfish, minced, frozen"
034.4.4.2.5.4.49,1,034.4.4.2.5.4,34,0304.99,034.55,21223,"Redfish meat, frozen, whether or not minced, nei"
034.4.4.2.5.4.90,1,034.4.4.2.5.4,34,0304.99,034.55,21223,"Demersal fish meat, whether or not minced, frozen, nei"
034.4.4.2.5.5,0,034.4.4.2.5,35,0304.99,034.55,,"Herrings, sardines, anchovies meat, whether or not minced, frozen"
034.4.4.2.5.5.18,1,034.4.4.2.5.5,35,0304.99,034.55,21223,"Herring, minced, frozen"
034.4.4.2.5.5.19,1,034.4.4.2.5.5,35,0304.99,034.55,21223,"Herring meat, frozen"
034.4.4.2.5.5.90,1,034.4.4.2.5.5,35,0304.99,034.55,21223,"Clupeoids, meat, whether or not minced, frozen, nei"
034.4.4.2.5.6,0,034.4.4.2.5,36,0304.99,034.55,,"Tunas, bonitos, billfishes, meat, whether or not minced, frozen"
034.4.4.2.5.6.80,1,034.4.4.2.5.6,36,0304.91,034.55,21223,"Swordfish meat, frozen"
034.4.4.2.5.6.90,1,034.4.4.2.5.6,36,0304.99,034.55,21223,"Tuna meat, whether or not minced, frozen"
034.4.4.2.5.6.95,1,034.4.4.2.5.6,36,0304.99,034.55,21223,"Tunas, bonitos, billfishes, meat, whether or not minced, frozen, nei"
034.4.4.2.5.7,0,034.4.4.2.5,37,0304.99,034.55,,"Miscellaneous pelagic fish meat, frozen"
034.4.4.2.5.7.10,1,034.4.4.2.5.7,37,0304.99,034.55,21223,"Pomfrets, ocean breams, meat, frozen"
034.4.4.2.5.7.90,1,034.4.4.2.5.7,37,0304.99,034.55,21223,"Miscellaneous pelagic fish meat, nei, frozen"
034.4.4.2.5.8,0,034.4.4.2.5,38,0304.99,034.55,,"Sharks, rays, chimaeras meat, frozen"
034.4.4.2.5.8.70,1,034.4.4.2.5.8,38,0304.99,034.55,21223,"Shark  meat, frozen"
034.4.4.2.5.8.80,1,034.4.4.2.5.8,38,0304.99,034.55,21223,"Rays, chimaeras meat, frozen"
034.4.4.2.5.8.90,1,034.4.4.2.5.8,38,0304.99,034.55,21223,"Sharks, rays, chimaeras meat, frozen, nei"
034.4.4.2.5.9,0,034.4.4.2.5,39,0304.99,034.55,,"Miscellaneous marine fish meat, whether or not minced, frozen"
034.4.4.2.5.9.91,1,034.4.4.2.5.9,39,0304.99,034.55,21223,"Fish minced (=surimi), frozen"
034.4.4.2.5.9.95,1,034.4.4.2.5.9,39,0304.99,034.55,21223,"Miscellaneous marine fish meat, minced or not, frozen, nei"
034.4.4.2.6,0,034.4.4.2,X,0304.99,034.55,,"Fish meat, whether or not minced, frozen"
034.4.4.2.6.90,1,034.4.4.2.6,39,0304.99,034.55,21223,"Fish meat, whether or not minced, frozen, nei"
034.4.5,0,034.4,39,0304.99,034.55,,"Fish meat,whether or not minced, fresh,chilled,frozen"
034.4.5.90,1,034.4.5,39,0304.99,034.55,21223,"Fish meat,whether or not minced, fresh,chilled,frozen, nei"
034.5,1,034,39,0303.89,034,21219,"Fish, fresh, chilled or frozen"
035,0,03,39,0305.59,035,,"Fish, dried, salted or in brine; smoked fish"
035.01,0,035,39,0305.10,035.5,,Fishmeal fit for human consumption
035.01.1,0,035.01,39,0305.10,035.5,,Fishmeal fit for human consumption
035.01.1.90,1,035.01.1,39,0305.10,035.5,21233,"Fishmeal fit for human consumption, nei"
035.02,0,035,39,0305.59,035.1,,"Fish, dried, salted or in brine, but not smoked"
035.02.1,0,035.02,39,0305.59,035.13,,"Fish dried, whether or not salted, but not smoked"
035.02.1.3,0,035.02.1,13,0305.59,035.13,,"Freshwater fish, dried, whether or not salted, not smoked"
035.02.1.3.9,0,035.02.1.3,13,0305.59,035.13,,"Miscellaneous freshwater fish, dried, whether or not salted, not smoked"
035.02.1.3.9.90,1,035.02.1.3.9,13,0305.59,035.13,21231,"Freshwater fish, dried, whether or not salted, not smoked, nei"
035.02.1.4,0,035.02.1,25,0305.59,035.13,,"Diadromous fish, dried, whether or not salted, not smoked"
035.02.1.4.2,0,035.02.1.4,22,0305.59,035.13,,"River eels, dried, whether or not salted, not smoked"
035.02.1.4.2.10,1,035.02.1.4.2,22,0305.59,035.13,21231,"River eels, dried, whether or not salted, not smoked, nei"
035.02.1.4.3,0,035.02.1.4,23,0305.59,035.13,,"Salmons, trouts, smelts, etc., dried, whether or not salted"
035.02.1.4.3.39,1,035.02.1.4.3,23,0305.59,035.13,21231,"Salmons, dried, whether or not salted, not smoked, nei"
035.02.1.4.3.50,1,035.02.1.4.3,23,0305.59,035.13,21231,"Trouts, dried, salted"
035.02.1.4.3.90,1,035.02.1.4.3,23,0305.59,035.13,21231,"Salmonoids nei, dried, whether or not salted, not smoked"
035.02.1.4.5,0,035.02.1.4,25,0305.59,035.13,,"Miscellaneous diadromous fish, dried, whether or not salted"
035.02.1.4.5.15,1,035.02.1.4.5,24,0305.59,035.13,21231,"Alewife, dried, whether or not salted"
035.02.1.4.5.90,1,035.02.1.4.5,25,0305.59,035.13,21231,"Diadromous fish, dried, whether or not salted, nei"
035.02.1.5,0,035.02.1,39,0305.59,035.13,,"Marine fishes, dried, whether or not salted"
035.02.1.5.1,0,035.02.1.5,31,0305.59,035.13,,"Flounders, halibuts, soles, dried, whether or not salted"
035.02.1.5.1.11,1,035.02.1.5.1,31,0305.59,035.13,21231,"Atlantic halibut, dried, whether or not salted"
035.02.1.5.1.13,1,035.02.1.5.1,31,0305.59,035.13,21231,"Greenland halibut, dried, whether or not salted"
035.02.1.5.1.19,1,035.02.1.5.1,31,0305.59,035.13,21231,"Halibuts nei, dried, whether or not salted"
035.02.1.5.1.90,1,035.02.1.5.1,31,0305.59,035.13,21231,"Flatfish nei, dried, whether or not salted"
